"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000776.13",211.854941294652,-0.106440026751525,0.164244287812849,0.155136433115701,0.689959000732648
"ENSMUSG00000000782.16",197.288080751435,0.0123838891435034,0.129660962028443,0.838769083169045,0.986054185455394
"ENSMUSG00000000787.12",5985.00720030557,0.411268900087322,0.267083379609327,0.00741808411555758,0.155623870145693
"ENSMUSG00000000791.9",40.054712248481,-0.0151376062436645,0.143376584746555,0.627584973800799,0.953547009718985
"ENSMUSG00000000804.14",861.330773899201,0.0604942173147112,0.147642362879233,0.29696720748823,0.834716576630213
"ENSMUSG00000000811.13",272.350270889825,0.0815731637831125,0.157601574422503,0.200616451813726,0.755853798934226
"ENSMUSG00000000823.16",605.032665840033,0.265905264852299,0.313048104476727,0.0246678630835238,0.307114587258974
"ENSMUSG00000000826.16",1308.21648194288,0.0682941664707603,0.136493879642621,0.340592258719904,0.857869256507151
"ENSMUSG00000000827.18",679.21390939424,0.00688722050171989,0.12139299813329,0.920196250583613,0.994200166745843
"ENSMUSG00000000838.17",545.487127527865,0.0798981096159613,0.13823150185998,0.286495747683392,0.826479783994208
"ENSMUSG00000000861.15",10.9294469349241,-0.0341408424812957,0.150843805370488,0.046759564559359,0.42445429159909
"ENSMUSG00000000876.11",1592.50916569239,-0.0230286799821958,0.125277935047484,0.725809364948628,0.971023157325288
"ENSMUSG00000000881.12",460.4801533183,-0.01746649175876,0.12683687559623,0.781931596891592,0.981036610592082
"ENSMUSG00000000884.17",26.1065569252985,0.0468887933237718,0.15511061419867,0.0592997918859847,0.47653818542384
"ENSMUSG00000000901.17",15.7744609804048,-0.0440472646974324,0.154783126058591,0.0243371987022374,0.304845745859895
"ENSMUSG00000000902.13",418.877234252149,0.00256892243442199,0.127951743682477,0.968599052740542,0.997764831713518
"ENSMUSG00000000915.15",1033.94248263149,-1.28875038781309,0.248681190530461,1.02282000037996e-08,4.55557829260141e-06
"ENSMUSG00000000916.15",170.358871643448,-0.0183797341968638,0.13784975549013,0.70235863533273,0.964613668105379
"ENSMUSG00000000934.9",635.599024342429,-0.000738449501432199,0.126988598494594,0.988478733705531,0.998069006071518
"ENSMUSG00000000942.10",11.2322814746401,-0.0355356176599413,0.150877385792036,0.0900027709441966,0.565325097152907
"ENSMUSG00000000957.11",1413.1459962539,0.00439859851001591,0.134854940019992,0.937972816396707,0.996049740293245
"ENSMUSG00000000958.10",110.666192494667,-0.0180511571764024,0.135805075228489,0.727063102063635,0.971391575583885
"ENSMUSG00000000959.7",1069.69355366254,-0.00103855751201988,0.114006371274229,0.986685521141706,0.997838196787517
"ENSMUSG00000000976.13",320.169797239837,0.0213344203389245,0.122639816726589,0.75472401278891,0.977175572821754
"ENSMUSG00000001016.12",275.053445483537,0.0175540388677075,0.125243088133699,0.789919960654683,0.982160880957484
